canonical_UniProtAC	condensate_id	condensate_name	condensate_type
Q9HCM7	DEE660B4	Stress granule	biomolecular
Q71RC2	DEE660B4	Stress granule	biomolecular
P14866	DEE660B4	Stress granule	biomolecular
P07947	DEE660B4	Stress granule	biomolecular
Q9NYF8	DEE660B4	Stress granule	biomolecular
P50479	DEE660B4	Stress granule	biomolecular
Q8N6T7	DEE660B4	Stress granule	biomolecular
Q7KZF4	DEE660B4	Stress granule	biomolecular
P83916	DEE660B4	Stress granule	biomolecular
P46063	DEE660B4	Stress granule	biomolecular
P05556	DEE660B4	Stress granule	biomolecular
Q15004	DEE660B4	Stress granule	biomolecular
Q9BQI3	DEE660B4	Stress granule	biomolecular
Q6NXE6	DEE660B4	Stress granule	biomolecular
O60504	DEE660B4	Stress granule	biomolecular
Q9Y570	DEE660B4	Stress granule	biomolecular
P40938	DEE660B4	Stress granule	biomolecular
Q15056	DEE660B4	Stress granule	biomolecular
Q8NCA5	DEE660B4	Stress granule	biomolecular
Q9H1J1	DEE660B4	Stress granule	biomolecular
Q9Y446	DEE660B4	Stress granule	biomolecular
Q8WXF1	DEE660B4	Stress granule	biomolecular
Q9NTK5	91857CE7	Nucleolus	biomolecular
Q8WYP5	91857CE7	Nucleolus	biomolecular
P09874	91857CE7	Nucleolus	biomolecular
P17980	91857CE7	Nucleolus	biomolecular
Q9NVU7	91857CE7	Nucleolus	biomolecular
P84101	91857CE7	Nucleolus	biomolecular
Q9UGR2	DEE660B4	Stress granule	biomolecular
Q92804	DEE660B4	Stress granule	biomolecular
P62993	DEE660B4	Stress granule	biomolecular
Q8WW22	DEE660B4	Stress granule	biomolecular
P62820	DEE660B4	Stress granule	biomolecular
Q5T7N2	DEE660B4	Stress granule	biomolecular
Q9H9A5	DEE660B4	Stress granule	biomolecular
O14979	DEE660B4	Stress granule	biomolecular
P31943	DEE660B4	Stress granule	biomolecular
P54886	DEE660B4	Stress granule	biomolecular
Q9GZN8	DEE660B4	Stress granule	biomolecular
O95819	DEE660B4	Stress granule	biomolecular
Q15637	DEE660B4	Stress granule	biomolecular
P16104	DEE660B4	Stress granule	biomolecular
Q8NF91	DEE660B4	Stress granule	biomolecular
Q9BX66	DEE660B4	Stress granule	biomolecular
Q9H0H5	DEE660B4	Stress granule	biomolecular
Q9BZI7	DEE660B4	Stress granule	biomolecular
Q12933	DEE660B4	Stress granule	biomolecular
P98194	DEE660B4	Stress granule	biomolecular
Q9BWF3	DEE660B4	Stress granule	biomolecular
O00151	DEE660B4	Stress granule	biomolecular
P0DPI2	DEE660B4	Stress granule	biomolecular
Q9H9G7	DEE660B4	Stress granule	biomolecular
Q69YQ0	DEE660B4	Stress granule	biomolecular
P17987	DEE660B4	Stress granule	biomolecular
Q14201	DEE660B4	Stress granule	biomolecular
P23396	DEE660B4	Stress granule	biomolecular
P10155	DEE660B4	Stress granule	biomolecular
Q9H171	DEE660B4	Stress granule	biomolecular
Q96LI5	DEE660B4	Stress granule	biomolecular
Q7Z2W4	DEE660B4	Stress granule	biomolecular
Q9Y6M1	DEE660B4	Stress granule	biomolecular
A6NKD9	DEE660B4	Stress granule	biomolecular
Q07666	DEE660B4	Stress granule	biomolecular
P19338	DEE660B4	Stress granule	biomolecular
P10599	DEE660B4	Stress granule	biomolecular
Q92621	DEE660B4	Stress granule	biomolecular
O95271	DEE660B4	Stress granule	biomolecular
Q5SZQ8	DEE660B4	Stress granule	biomolecular
P61586	DEE660B4	Stress granule	biomolecular
B1ANR0	DEE660B4	Stress granule	biomolecular
O96011	DEE660B4	Stress granule	biomolecular
C9JIS1	DEE660B4	Stress granule	biomolecular
F8VRD2	DEE660B4	Stress granule	biomolecular
Q92615	DEE660B4	Stress granule	biomolecular
Q2TAY7	DEE660B4	Stress granule	biomolecular
Q14011	DEE660B4	Stress granule	biomolecular
Q5JQF8	DEE660B4	Stress granule	biomolecular
B7Z5C0	DEE660B4	Stress granule	biomolecular
Q9P1F3	DEE660B4	Stress granule	biomolecular
P34932	DEE660B4	Stress granule	biomolecular
P37108	DEE660B4	Stress granule	biomolecular
Q92540	DEE660B4	Stress granule	biomolecular
Q12926	DEE660B4	Stress granule	biomolecular
O75179	DEE660B4	Stress granule	biomolecular
P46777	DEE660B4	Stress granule	biomolecular
Q99996	DEE660B4	Stress granule	biomolecular
Q8TCS8	DEE660B4	Stress granule	biomolecular
Q9H773	DEE660B4	Stress granule	biomolecular
P55060	DEE660B4	Stress granule	biomolecular
Q8N122	DEE660B4	Stress granule	biomolecular
Q14974	DEE660B4	Stress granule	biomolecular
Q9H910	DEE660B4	Stress granule	biomolecular
P51114	DEE660B4	Stress granule	biomolecular
Q9UL18	DEE660B4	Stress granule	biomolecular
Q3YBR2	DEE660B4	Stress granule	biomolecular
Q5T6F2	DEE660B4	Stress granule	biomolecular
Q9Y4F3	DEE660B4	Stress granule	biomolecular
Q96F86	DEE660B4	Stress granule	biomolecular
Q9UBV8	DEE660B4	Stress granule	biomolecular
Q3ZCM7	DEE660B4	Stress granule	biomolecular
Q6GMV2	DEE660B4	Stress granule	biomolecular
Q9P2B4	DEE660B4	Stress granule	biomolecular
O94967	DEE660B4	Stress granule	biomolecular
P23528	DEE660B4	Stress granule	biomolecular
Q6AWB1	DEE660B4	Stress granule	biomolecular
Q7Z417	DEE660B4	Stress granule	biomolecular
Q14296	DEE660B4	Stress granule	biomolecular
H0YHB7	DEE660B4	Stress granule	biomolecular
P29728	DEE660B4	Stress granule	biomolecular
Q9UNF1	DEE660B4	Stress granule	biomolecular
Q96AE7	DEE660B4	Stress granule	biomolecular
Q96CT7	DEE660B4	Stress granule	biomolecular
Q9NP73	DEE660B4	Stress granule	biomolecular
Q9P2D0	DEE660B4	Stress granule	biomolecular
O75525	DEE660B4	Stress granule	biomolecular
P49458	DEE660B4	Stress granule	biomolecular
O75152	DEE660B4	Stress granule	biomolecular
Q8NE35	DEE660B4	Stress granule	biomolecular
P49750	DEE660B4	Stress granule	biomolecular
P35125	DEE660B4	Stress granule	biomolecular
P12004	DEE660B4	Stress granule	biomolecular
Q8WUM4	DEE660B4	Stress granule	biomolecular
I3L0H8	DEE660B4	Stress granule	biomolecular
Q9NUU7	DEE660B4	Stress granule	biomolecular
Q15434	DEE660B4	Stress granule	biomolecular
Q9HCC0	DEE660B4	Stress granule	biomolecular
Q9C0C2	DEE660B4	Stress granule	biomolecular
Q14966	DEE660B4	Stress granule	biomolecular
O14787	DEE660B4	Stress granule	biomolecular
Q9ULX6	DEE660B4	Stress granule	biomolecular
Q13200	DEE660B4	Stress granule	biomolecular
Q6ZN04	DEE660B4	Stress granule	biomolecular
Q9BYJ9	DEE660B4	Stress granule	biomolecular
P98179	DEE660B4	Stress granule	biomolecular
Q9NR56	DEE660B4	Stress granule	biomolecular
H7C3A1	DEE660B4	Stress granule	biomolecular
H0YAF8	DEE660B4	Stress granule	biomolecular
P68366	DEE660B4	Stress granule	biomolecular
Q16637	DEE660B4	Stress granule	biomolecular
Q9NTZ6	DEE660B4	Stress granule	biomolecular
E9PIZ4	DEE660B4	Stress granule	biomolecular
H0YH87	DEE660B4	Stress granule	biomolecular
Q93052	DEE660B4	Stress granule	biomolecular
G3V5D9	DEE660B4	Stress granule	biomolecular
Q15274	DEE660B4	Stress granule	biomolecular
Q15417	DEE660B4	Stress granule	biomolecular
O43166	DEE660B4	Stress granule	biomolecular
O95760	DEE660B4	Stress granule	biomolecular
Q14204	91857CE7	Nucleolus	biomolecular
Q01518	DEE660B4	Stress granule	biomolecular
O76003	91857CE7	Nucleolus	biomolecular
O95453	91857CE7	Nucleolus	biomolecular
Q9NVJ2	91857CE7	Nucleolus	biomolecular
O75607	91857CE7	Nucleolus	biomolecular
P38919	91857CE7	Nucleolus	biomolecular
P0C0S5	91857CE7	Nucleolus	biomolecular
Q5T2N8	91857CE7	Nucleolus	biomolecular
P29692	91857CE7	Nucleolus	biomolecular
P34896	91857CE7	Nucleolus	biomolecular
Q8IZL8	91857CE7	Nucleolus	biomolecular
Q13618	91857CE7	Nucleolus	biomolecular
Q9Y4C4	91857CE7	Nucleolus	biomolecular
O43670	91857CE7	Nucleolus	biomolecular
Q9NZN3	91857CE7	Nucleolus	biomolecular
Q15397	91857CE7	Nucleolus	biomolecular
P53582	91857CE7	Nucleolus	biomolecular
Q9BSJ6	91857CE7	Nucleolus	biomolecular
Q15181	91857CE7	Nucleolus	biomolecular
O43837	91857CE7	Nucleolus	biomolecular
Q8TDI0	91857CE7	Nucleolus	biomolecular
P17661	91857CE7	Nucleolus	biomolecular
Q92499	91857CE7	Nucleolus	biomolecular
Q9NUQ6	91857CE7	Nucleolus	biomolecular
Q32P51	91857CE7	Nucleolus	biomolecular
P31152	91857CE7	Nucleolus	biomolecular
P40937	91857CE7	Nucleolus	biomolecular
P0CB47	91857CE7	Nucleolus	biomolecular
Q13045	91857CE7	Nucleolus	biomolecular
P00451	91857CE7	Nucleolus	biomolecular
Q96FI4	91857CE7	Nucleolus	biomolecular
P09622	91857CE7	Nucleolus	biomolecular
Q8TDN6	91857CE7	Nucleolus	biomolecular
O15173	91857CE7	Nucleolus	biomolecular
P42330	91857CE7	Nucleolus	biomolecular
P19784	91857CE7	Nucleolus	biomolecular
Q99729	91857CE7	Nucleolus	biomolecular
Q92925	91857CE7	Nucleolus	biomolecular
P34897	91857CE7	Nucleolus	biomolecular
O43623	91857CE7	Nucleolus	biomolecular
Q9BW60	91857CE7	Nucleolus	biomolecular
P62917	91857CE7	Nucleolus	biomolecular
Q92526	91857CE7	Nucleolus	biomolecular
Q8TAA3	91857CE7	Nucleolus	biomolecular
Q04837	91857CE7	Nucleolus	biomolecular
P05109	91857CE7	Nucleolus	biomolecular
Q9BXY0	91857CE7	Nucleolus	biomolecular
Q05D32	91857CE7	Nucleolus	biomolecular
Q13535	91857CE7	Nucleolus	biomolecular
Q9Y5L4	91857CE7	Nucleolus	biomolecular
Q06587	91857CE7	Nucleolus	biomolecular
Q9NZA1	91857CE7	Nucleolus	biomolecular
P11908	91857CE7	Nucleolus	biomolecular
P26358	91857CE7	Nucleolus	biomolecular
Q15365	91857CE7	Nucleolus	biomolecular
O75764	91857CE7	Nucleolus	biomolecular
P62081	91857CE7	Nucleolus	biomolecular
Q9NVI7	91857CE7	Nucleolus	biomolecular
P51153	91857CE7	Nucleolus	biomolecular
P06493	91857CE7	Nucleolus	biomolecular
P09210	91857CE7	Nucleolus	biomolecular
P14678	91857CE7	Nucleolus	biomolecular
Q8TET4	91857CE7	Nucleolus	biomolecular
P12259	91857CE7	Nucleolus	biomolecular
Q02978	91857CE7	Nucleolus	biomolecular
Q6UWU4	91857CE7	Nucleolus	biomolecular
P46782	91857CE7	Nucleolus	biomolecular
Q9UJZ1	91857CE7	Nucleolus	biomolecular
P25705	91857CE7	Nucleolus	biomolecular
Q13901	91857CE7	Nucleolus	biomolecular
Q15477	91857CE7	Nucleolus	biomolecular
P04406	91857CE7	Nucleolus	biomolecular
Q8IY37	91857CE7	Nucleolus	biomolecular
Q16777	91857CE7	Nucleolus	biomolecular
P35637	91857CE7	Nucleolus	biomolecular
Q9Y3A4	91857CE7	Nucleolus	biomolecular
O43390	91857CE7	Nucleolus	biomolecular
Q92930	91857CE7	Nucleolus	biomolecular
P42695	91857CE7	Nucleolus	biomolecular
Q9Y276	91857CE7	Nucleolus	biomolecular
P23258	91857CE7	Nucleolus	biomolecular
P78347	91857CE7	Nucleolus	biomolecular
Q8IUF8	91857CE7	Nucleolus	biomolecular
P55263	91857CE7	Nucleolus	biomolecular
Q9NY12	91857CE7	Nucleolus	biomolecular
Q9Y4C8	91857CE7	Nucleolus	biomolecular
Q96C61	91857CE7	Nucleolus	biomolecular
P12956	91857CE7	Nucleolus	biomolecular
Q96GD4	91857CE7	Nucleolus	biomolecular
Q99584	91857CE7	Nucleolus	biomolecular
Q9BSC4	91857CE7	Nucleolus	biomolecular
P62841	91857CE7	Nucleolus	biomolecular
Q02543	91857CE7	Nucleolus	biomolecular
Q969S3	91857CE7	Nucleolus	biomolecular
Q16630	91857CE7	Nucleolus	biomolecular
Q9Y4L1	91857CE7	Nucleolus	biomolecular
Q00403	91857CE7	Nucleolus	biomolecular
Q6NVY1	91857CE7	Nucleolus	biomolecular
Q13601	91857CE7	Nucleolus	biomolecular
O00567	91857CE7	Nucleolus	biomolecular
Q9GZL7	91857CE7	Nucleolus	biomolecular
O43660	91857CE7	Nucleolus	biomolecular
P22087	91857CE7	Nucleolus	biomolecular
P62857	91857CE7	Nucleolus	biomolecular
P05783	91857CE7	Nucleolus	biomolecular
Q5BKZ1	91857CE7	Nucleolus	biomolecular
P15880	91857CE7	Nucleolus	biomolecular
Q16695	91857CE7	Nucleolus	biomolecular
P68371	91857CE7	Nucleolus	biomolecular
Q9Y3B4	91857CE7	Nucleolus	biomolecular
Q9NQS7	91857CE7	Nucleolus	biomolecular
P54136	91857CE7	Nucleolus	biomolecular
P55072	91857CE7	Nucleolus	biomolecular
Q8WXF8	91857CE7	Nucleolus	biomolecular
P07355	91857CE7	Nucleolus	biomolecular
P62277	91857CE7	Nucleolus	biomolecular
Q13509	91857CE7	Nucleolus	biomolecular
Q9Y266	91857CE7	Nucleolus	biomolecular
P61604	91857CE7	Nucleolus	biomolecular
Q15233	91857CE7	Nucleolus	biomolecular
Q5TAP6	91857CE7	Nucleolus	biomolecular
P62491	91857CE7	Nucleolus	biomolecular
P24534	91857CE7	Nucleolus	biomolecular
O95232	91857CE7	Nucleolus	biomolecular
Q8N568	91857CE7	Nucleolus	biomolecular
P34931	91857CE7	Nucleolus	biomolecular
Q13315	91857CE7	Nucleolus	biomolecular
Q9BUQ8	91857CE7	Nucleolus	biomolecular
P07737	91857CE7	Nucleolus	biomolecular
O43823	91857CE7	Nucleolus	biomolecular
Q09028	91857CE7	Nucleolus	biomolecular
P20340	91857CE7	Nucleolus	biomolecular
P07900	91857CE7	Nucleolus	biomolecular
P52209	91857CE7	Nucleolus	biomolecular
Q9Y265	91857CE7	Nucleolus	biomolecular
Q9HA38	91857CE7	Nucleolus	biomolecular
Q13435	91857CE7	Nucleolus	biomolecular
P32119	91857CE7	Nucleolus	biomolecular
Q6DKI1	91857CE7	Nucleolus	biomolecular
Q13610	91857CE7	Nucleolus	biomolecular
Q8N0T1	91857CE7	Nucleolus	biomolecular
Q9HAJ7	91857CE7	Nucleolus	biomolecular
Q9BY42	91857CE7	Nucleolus	biomolecular
P15531	91857CE7	Nucleolus	biomolecular
Q7Z460	91857CE7	Nucleolus	biomolecular
P31689	91857CE7	Nucleolus	biomolecular
P51955	91857CE7	Nucleolus	biomolecular
Q8WTT2	91857CE7	Nucleolus	biomolecular
Q13492	91857CE7	Nucleolus	biomolecular
P22392	91857CE7	Nucleolus	biomolecular
P62263	91857CE7	Nucleolus	biomolecular
P36578	91857CE7	Nucleolus	biomolecular
O94788	91857CE7	Nucleolus	biomolecular
Q99848	91857CE7	Nucleolus	biomolecular
P61019	91857CE7	Nucleolus	biomolecular
O14818	91857CE7	Nucleolus	biomolecular
P12270	91857CE7	Nucleolus	biomolecular
Q6UB35	91857CE7	Nucleolus	biomolecular
Q5JTH9	91857CE7	Nucleolus	biomolecular
P0DPB6	91857CE7	Nucleolus	biomolecular
P35268	91857CE7	Nucleolus	biomolecular
Q96NI6	91857CE7	Nucleolus	biomolecular
O00148	91857CE7	Nucleolus	biomolecular
P78406	91857CE7	Nucleolus	biomolecular
Q15437	91857CE7	Nucleolus	biomolecular
P68363	91857CE7	Nucleolus	biomolecular
P22314	91857CE7	Nucleolus	biomolecular
P82979	91857CE7	Nucleolus	biomolecular
P10412	91857CE7	Nucleolus	biomolecular
Q9NRR4	91857CE7	Nucleolus	biomolecular
Q9UIJ7	91857CE7	Nucleolus	biomolecular
Q4G0J3	91857CE7	Nucleolus	biomolecular
Q86XP3	91857CE7	Nucleolus	biomolecular
Q15005	91857CE7	Nucleolus	biomolecular
Q02218	91857CE7	Nucleolus	biomolecular
Q15024	91857CE7	Nucleolus	biomolecular
Q96DB6	91857CE7	Nucleolus	biomolecular
Q9P2W1	91857CE7	Nucleolus	biomolecular
Q99661	91857CE7	Nucleolus	biomolecular
Q9Y5B9	91857CE7	Nucleolus	biomolecular
P26599	91857CE7	Nucleolus	biomolecular
Q8WTP8	91857CE7	Nucleolus	biomolecular
Q9BRL6	91857CE7	Nucleolus	biomolecular
P62244	91857CE7	Nucleolus	biomolecular
P47895	91857CE7	Nucleolus	biomolecular
P62805	91857CE7	Nucleolus	biomolecular
P46778	91857CE7	Nucleolus	biomolecular
Q8N5L8	91857CE7	Nucleolus	biomolecular
O60506	91857CE7	Nucleolus	biomolecular
Q5JVS0	91857CE7	Nucleolus	biomolecular
P62249	91857CE7	Nucleolus	biomolecular
Q9NZ56	91857CE7	Nucleolus	biomolecular
Q9H7B2	91857CE7	Nucleolus	biomolecular
Q6KC79	91857CE7	Nucleolus	biomolecular
P30044	91857CE7	Nucleolus	biomolecular
P41220	91857CE7	Nucleolus	biomolecular
Q9H8H0	91857CE7	Nucleolus	biomolecular
Q8WVV9	91857CE7	Nucleolus	biomolecular
P61247	91857CE7	Nucleolus	biomolecular
Q7KZF4	91857CE7	Nucleolus	biomolecular
P40692	91857CE7	Nucleolus	biomolecular
Q01814	91857CE7	Nucleolus	biomolecular
F5H284	91857CE7	Nucleolus	biomolecular
Q99961	91857CE7	Nucleolus	biomolecular
Q8IWS0	91857CE7	Nucleolus	biomolecular
P40938	91857CE7	Nucleolus	biomolecular
Q92966	91857CE7	Nucleolus	biomolecular
P78527	91857CE7	Nucleolus	biomolecular
Q8IY81	91857CE7	Nucleolus	biomolecular
Q9BVI4	91857CE7	Nucleolus	biomolecular
O43815	91857CE7	Nucleolus	biomolecular
P09211	91857CE7	Nucleolus	biomolecular
P68431	91857CE7	Nucleolus	biomolecular
P62820	91857CE7	Nucleolus	biomolecular
P42285	91857CE7	Nucleolus	biomolecular
P61513	91857CE7	Nucleolus	biomolecular
P29508	91857CE7	Nucleolus	biomolecular
P31943	91857CE7	Nucleolus	biomolecular
Q8IZU0	91857CE7	Nucleolus	biomolecular
P45973	91857CE7	Nucleolus	biomolecular
Q14331	91857CE7	Nucleolus	biomolecular
Q16559	91857CE7	Nucleolus	biomolecular
O95059	91857CE7	Nucleolus	biomolecular
Q96MF4	91857CE7	Nucleolus	biomolecular
P07910	91857CE7	Nucleolus	biomolecular
P08574	91857CE7	Nucleolus	biomolecular
Q9H5V9	91857CE7	Nucleolus	biomolecular
Q01780	91857CE7	Nucleolus	biomolecular
O60641	91857CE7	Nucleolus	biomolecular
P13010	91857CE7	Nucleolus	biomolecular
Q06265	91857CE7	Nucleolus	biomolecular
Q96ST3	91857CE7	Nucleolus	biomolecular
P62829	91857CE7	Nucleolus	biomolecular
P11362	91857CE7	Nucleolus	biomolecular
P55060	91857CE7	Nucleolus	biomolecular
Q92878	91857CE7	Nucleolus	biomolecular
Q14974	91857CE7	Nucleolus	biomolecular
P49411	91857CE7	Nucleolus	biomolecular
P62241	91857CE7	Nucleolus	biomolecular
Q9BRP8	91857CE7	Nucleolus	biomolecular
Q5SSJ5	91857CE7	Nucleolus	biomolecular
Q5H9T9	91857CE7	Nucleolus	biomolecular
P12004	91857CE7	Nucleolus	biomolecular
Q9Y4C1	91857CE7	Nucleolus	biomolecular
Q9BXS6	91857CE7	Nucleolus	biomolecular
Q2TB10	91857CE7	Nucleolus	biomolecular
Q9H0U9	91857CE7	Nucleolus	biomolecular
P05787	91857CE7	Nucleolus	biomolecular
O43159	91857CE7	Nucleolus	biomolecular
P11177	91857CE7	Nucleolus	biomolecular
P62888	91857CE7	Nucleolus	biomolecular
Q8WYA6	91857CE7	Nucleolus	biomolecular
P78316	91857CE7	Nucleolus	biomolecular
P47813	91857CE7	Nucleolus	biomolecular
Q96K17	91857CE7	Nucleolus	biomolecular
P04264	91857CE7	Nucleolus	biomolecular
Q9P031	91857CE7	Nucleolus	biomolecular
P83731	91857CE7	Nucleolus	biomolecular
Q9NVA2	91857CE7	Nucleolus	biomolecular
O15143	91857CE7	Nucleolus	biomolecular
O75431	91857CE7	Nucleolus	biomolecular
P56537	91857CE7	Nucleolus	biomolecular
Q96LA8	91857CE7	Nucleolus	biomolecular
Q7Z478	91857CE7	Nucleolus	biomolecular
Q15149	91857CE7	Nucleolus	biomolecular
A0FGR9	91857CE7	Nucleolus	biomolecular
Q16778	91857CE7	Nucleolus	biomolecular
P62269	91857CE7	Nucleolus	biomolecular
Q96MG7	91857CE7	Nucleolus	biomolecular
Q99877	91857CE7	Nucleolus	biomolecular
P47985	91857CE7	Nucleolus	biomolecular
Q6ZMT4	91857CE7	Nucleolus	biomolecular
O14602	91857CE7	Nucleolus	biomolecular
Q86SE8	91857CE7	Nucleolus	biomolecular
O43583	91857CE7	Nucleolus	biomolecular
Q9H6R0	91857CE7	Nucleolus	biomolecular
Q9UMS4	91857CE7	Nucleolus	biomolecular
Q5BKY9	91857CE7	Nucleolus	biomolecular
Q99880	91857CE7	Nucleolus	biomolecular
P04908	91857CE7	Nucleolus	biomolecular
Q9NZN4	91857CE7	Nucleolus	biomolecular
Q14241	91857CE7	Nucleolus	biomolecular
P62913	91857CE7	Nucleolus	biomolecular
Q7Z4B0	91857CE7	Nucleolus	biomolecular
P00387	91857CE7	Nucleolus	biomolecular
O95347	91857CE7	Nucleolus	biomolecular
Q9GZR2	91857CE7	Nucleolus	biomolecular
P23527	91857CE7	Nucleolus	biomolecular
P54132	91857CE7	Nucleolus	biomolecular
Q9P299	91857CE7	Nucleolus	biomolecular
P19404	91857CE7	Nucleolus	biomolecular
Q9NVX2	91857CE7	Nucleolus	biomolecular
Q9UNX4	91857CE7	Nucleolus	biomolecular
P07305	91857CE7	Nucleolus	biomolecular
O60216	91857CE7	Nucleolus	biomolecular
Q13868	91857CE7	Nucleolus	biomolecular
Q9NW75	91857CE7	Nucleolus	biomolecular
Q13185	91857CE7	Nucleolus	biomolecular
Q92769	91857CE7	Nucleolus	biomolecular
P84090	91857CE7	Nucleolus	biomolecular
P61927	91857CE7	Nucleolus	biomolecular
Q07955	91857CE7	Nucleolus	biomolecular
O95670	91857CE7	Nucleolus	biomolecular
O43324	91857CE7	Nucleolus	biomolecular
Q9UHB9	91857CE7	Nucleolus	biomolecular
P18754	91857CE7	Nucleolus	biomolecular
Q9BVA1	91857CE7	Nucleolus	biomolecular
P08865	91857CE7	Nucleolus	biomolecular
P48735	91857CE7	Nucleolus	biomolecular
P05091	91857CE7	Nucleolus	biomolecular
P61088	91857CE7	Nucleolus	biomolecular
P59910	91857CE7	Nucleolus	biomolecular
P06733	91857CE7	Nucleolus	biomolecular
P06748	91857CE7	Nucleolus	biomolecular
Q14527	91857CE7	Nucleolus	biomolecular
Q9Y224	91857CE7	Nucleolus	biomolecular
O43447	91857CE7	Nucleolus	biomolecular
Q9H9Y6	91857CE7	Nucleolus	biomolecular
P00505	91857CE7	Nucleolus	biomolecular
P13866	91857CE7	Nucleolus	biomolecular
P27797	91857CE7	Nucleolus	biomolecular
Q14839	91857CE7	Nucleolus	biomolecular
P26641	91857CE7	Nucleolus	biomolecular
Q99471	91857CE7	Nucleolus	biomolecular
P17096	91857CE7	Nucleolus	biomolecular
Q8N9T8	91857CE7	Nucleolus	biomolecular
P53675	91857CE7	Nucleolus	biomolecular
O43172	91857CE7	Nucleolus	biomolecular
Q06418	91857CE7	Nucleolus	biomolecular
P0DI83	91857CE7	Nucleolus	biomolecular
Q14690	91857CE7	Nucleolus	biomolecular
P25490	91857CE7	Nucleolus	biomolecular
Q15436	91857CE7	Nucleolus	biomolecular
P99999	91857CE7	Nucleolus	biomolecular
P07437	91857CE7	Nucleolus	biomolecular
O75367	91857CE7	Nucleolus	biomolecular
Q16576	91857CE7	Nucleolus	biomolecular
Q15008	91857CE7	Nucleolus	biomolecular
Q96NS1	91857CE7	Nucleolus	biomolecular
P06702	91857CE7	Nucleolus	biomolecular
Q9NYH9	91857CE7	Nucleolus	biomolecular
Q9NPH5	91857CE7	Nucleolus	biomolecular
O00186	91857CE7	Nucleolus	biomolecular
Q9HD33	91857CE7	Nucleolus	biomolecular
Q9NQZ2	91857CE7	Nucleolus	biomolecular
P62266	91857CE7	Nucleolus	biomolecular
P04637	91857CE7	Nucleolus	biomolecular
P21796	91857CE7	Nucleolus	biomolecular
Q99623	91857CE7	Nucleolus	biomolecular
Q9NQW6	91857CE7	Nucleolus	biomolecular
P21108	91857CE7	Nucleolus	biomolecular
Q9BQE3	91857CE7	Nucleolus	biomolecular
P01106	91857CE7	Nucleolus	biomolecular
O60814	91857CE7	Nucleolus	biomolecular
P59998	91857CE7	Nucleolus	biomolecular
P18621	91857CE7	Nucleolus	biomolecular
P33993	91857CE7	Nucleolus	biomolecular
Q9H0N0	91857CE7	Nucleolus	biomolecular
Q9BTT0	91857CE7	Nucleolus	biomolecular
Q9H9L3	91857CE7	Nucleolus	biomolecular
Q9Y6E2	91857CE7	Nucleolus	biomolecular
P49773	91857CE7	Nucleolus	biomolecular
P17844	91857CE7	Nucleolus	biomolecular
Q9NPD3	91857CE7	Nucleolus	biomolecular
Q13310	91857CE7	Nucleolus	biomolecular
Q9Y230	91857CE7	Nucleolus	biomolecular
Q9Y696	91857CE7	Nucleolus	biomolecular
O14617	91857CE7	Nucleolus	biomolecular
O00422	91857CE7	Nucleolus	biomolecular
Q6PEY2	91857CE7	Nucleolus	biomolecular
P78345	91857CE7	Nucleolus	biomolecular
Q9H8M7	91857CE7	Nucleolus	biomolecular
Q9UJA5	91857CE7	Nucleolus	biomolecular
P62899	91857CE7	Nucleolus	biomolecular
Q9P2N5	91857CE7	Nucleolus	biomolecular
Q9Y536	91857CE7	Nucleolus	biomolecular
P62807	91857CE7	Nucleolus	biomolecular
Q9Y221	91857CE7	Nucleolus	biomolecular
Q9H6W3	91857CE7	Nucleolus	biomolecular
Q9Y5J1	91857CE7	Nucleolus	biomolecular
Q13087	91857CE7	Nucleolus	biomolecular
Q15020	91857CE7	Nucleolus	biomolecular
Q01105	91857CE7	Nucleolus	biomolecular
O15195	91857CE7	Nucleolus	biomolecular
Q8NG66	91857CE7	Nucleolus	biomolecular
Q5C9Z4	91857CE7	Nucleolus	biomolecular
Q9ULW3	91857CE7	Nucleolus	biomolecular
Q9NSI2	91857CE7	Nucleolus	biomolecular
P62875	91857CE7	Nucleolus	biomolecular
Q13247	91857CE7	Nucleolus	biomolecular
Q52LJ0	91857CE7	Nucleolus	biomolecular
Q9H903	91857CE7	Nucleolus	biomolecular
Q9UNL7	91857CE7	Nucleolus	biomolecular
Q9Y3A5	91857CE7	Nucleolus	biomolecular
Q9Y3I0	91857CE7	Nucleolus	biomolecular
P17516	91857CE7	Nucleolus	biomolecular
P12236	91857CE7	Nucleolus	biomolecular
P20042	91857CE7	Nucleolus	biomolecular
P43378	91857CE7	Nucleolus	biomolecular
Q9Y277	91857CE7	Nucleolus	biomolecular
Q75WM6	91857CE7	Nucleolus	biomolecular
P36957	91857CE7	Nucleolus	biomolecular
P20290	91857CE7	Nucleolus	biomolecular
P29803	91857CE7	Nucleolus	biomolecular
Q9H6Y2	91857CE7	Nucleolus	biomolecular
P30101	91857CE7	Nucleolus	biomolecular
Q9ULX3	91857CE7	Nucleolus	biomolecular
Q9UHA3	91857CE7	Nucleolus	biomolecular
O43175	91857CE7	Nucleolus	biomolecular
Q6IBW4	91857CE7	Nucleolus	biomolecular
P53396	91857CE7	Nucleolus	biomolecular
P19388	91857CE7	Nucleolus	biomolecular
Q9H8H2	91857CE7	Nucleolus	biomolecular
Q96PK6	91857CE7	Nucleolus	biomolecular
Q9ULD0	91857CE7	Nucleolus	biomolecular
Q96SB4	91857CE7	Nucleolus	biomolecular
