ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	ONTOLOGY
GO:0001503	ossification	8/478	424/17552	0.0188679245283019	0.692823873055972	-1.07130789210356	0.894889992389203	0.955593162801606	0.897362239304495	CAT/CBFB/CBS/FERMT2/FGF18/PHB1/PTCH1/SMAD6	8	BP
GO:0014032	neural crest cell development	1/478	82/17552	0.0121951219512195	0.447800795999592	-0.838597363818849	0.896627992207574	0.956676504864832	0.898379565817107	PEF1	1	BP
GO:0031424	keratinization	1/478	82/17552	0.0121951219512195	0.447800795999592	-0.838597363818849	0.896627992207574	0.956676504864832	0.898379565817107	HRNR	1	BP
GO:0048661	positive regulation of smooth muscle cell proliferation	1/478	82/17552	0.0121951219512195	0.447800795999592	-0.838597363818849	0.896627992207574	0.956676504864832	0.898379565817107	PHB1	1	BP
GO:0046209	nitric oxide metabolic process	1/478	83/17552	0.0120481927710843	0.442405605686344	-0.851962865620001	0.899456373416777	0.95917834229687	0.900728948930949	NOS1AP	1	BP
GO:0170040	proteinogenic amino acid catabolic process	1/478	83/17552	0.0120481927710843	0.442405605686344	-0.851962865620001	0.899456373416777	0.95917834229687	0.900728948930949	CBS	1	BP
GO:0002456	T cell mediated immunity	2/478	141/17552	0.0141843971631206	0.520846315914419	-0.955806045492593	0.900096519664968	0.959603035074154	0.901127762229825	CYRIB/HMGB1	2	BP
GO:0022414	reproductive process	37/478	1633/17552	0.0226576852418861	0.831982617919633	-1.19285225925961	0.901010873127734	0.960319756501269	0.901800808846136	BAX/CALR/CBS/CBX2/CD2AP/CDC23/CLGN/CRIP1/CRKL/CYLC2/EPC1/FAM50A/FOSL1/GDF7/HMGA2/HMGB2/INCENP/LGALS9/MAEL/NANOS3/NCAPH/ODF2/OSBP2/PCNA/PMFBP1/PTCH1/RB1/SERPINB5/SGO2/SHISA6/SOS1/SPIN3/SPOCD1/STC2/STOX2/TUBG1/TUBGCP5	37	BP
GO:0042886	amide transport	6/478	338/17552	0.0177514792899408	0.651828377608873	-1.08145403383737	0.90160614454592	0.960696098687527	0.902154217891064	BAD/HMGA2/OSBP/SRI/STXBP3/SYTL4	6	BP
GO:0090257	regulation of muscle system process	4/478	244/17552	0.0163934426229508	0.601961725769943	-1.04759531465408	0.902508050814782	0.960882833489598	0.902329573645652	ANXA6/FKBP1C/JPH3/SRI	4	BP
GO:0016482	cytosolic transport	2/478	142/17552	0.0140845070422535	0.517178384112205	-0.966559813748405	0.902283928141309	0.960882833489598	0.902329573645652	WASHC2A/YKT6	2	BP
GO:0051153	regulation of striated muscle cell differentiation	1/478	84/17552	0.0119047619047619	0.437138872285316	-0.865200079660888	0.902207524227172	0.960882833489598	0.902329573645652	MAML1	1	BP
GO:0003014	renal system process	2/478	143/17552	0.013986013986014	0.513561752055476	-0.977250867277268	0.904426620923907	0.961605421776954	0.903008129613691	BCR/CD2AP	2	BP
GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	2/478	143/17552	0.013986013986014	0.513561752055476	-0.977250867277268	0.904426620923907	0.961605421776954	0.903008129613691	FLCN/SMAD6	2	BP
GO:0048593	camera-type eye morphogenesis	2/478	143/17552	0.013986013986014	0.513561752055476	-0.977250867277268	0.904426620923907	0.961605421776954	0.903008129613691	BAX/SAMD11	2	BP
GO:0140115	export across plasma membrane	1/478	85/17552	0.0117647058823529	0.431996062023136	-0.878312153549196	0.904883549153861	0.961605421776954	0.903008129613691	YWHAE	1	BP
GO:0170035	L-amino acid catabolic process	1/478	85/17552	0.0117647058823529	0.431996062023136	-0.878312153549196	0.904883549153861	0.961605421776954	0.903008129613691	CBS	1	BP
GO:2000278	regulation of DNA biosynthetic process	1/478	85/17552	0.0117647058823529	0.431996062023136	-0.878312153549196	0.904883549153861	0.961605421776954	0.903008129613691	PCNA	1	BP
GO:2001057	reactive nitrogen species metabolic process	1/478	85/17552	0.0117647058823529	0.431996062023136	-0.878312153549196	0.904883549153861	0.961605421776954	0.903008129613691	NOS1AP	1	BP
GO:0001667	ameboidal-type cell migration	4/478	247/17552	0.0161943319838057	0.594650449748446	-1.07346926182696	0.907497767437441	0.962835957053845	0.904163679835898	CALR/PFN1/PFN2/SASH1	4	BP
GO:0016485	protein processing	4/478	247/17552	0.0161943319838057	0.594650449748446	-1.07346926182696	0.907497767437441	0.962835957053845	0.904163679835898	C2CD3/NCSTN/P4HB/PTCH1	4	BP
GO:0007369	gastrulation	3/478	197/17552	0.0152284263959391	0.559182719877663	-1.04106215114829	0.907261378828411	0.962835957053845	0.904163679835898	GPI/HMGA2/LDB1	3	BP
GO:0061138	morphogenesis of a branching epithelium	3/478	197/17552	0.0152284263959391	0.559182719877663	-1.04106215114829	0.907261378828411	0.962835957053845	0.904163679835898	GDF7/HMGA2/PTCH1	3	BP
GO:0042310	vasoconstriction	1/478	86/17552	0.0116279069767442	0.426972851999611	-0.891302117668323	0.907486495481476	0.962835957053845	0.904163679835898	ADD3	1	BP
GO:0060419	heart growth	1/478	86/17552	0.0116279069767442	0.426972851999611	-0.891302117668323	0.907486495481476	0.962835957053845	0.904163679835898	SAV1	1	BP
GO:0006119	oxidative phosphorylation	2/478	145/17552	0.0137931034482759	0.506478141682297	-0.998448506917711	0.908581075199938	0.963727573614479	0.905000964011421	UQCRB/UQCRQ	2	BP
GO:0050778	positive regulation of immune response	17/478	828/17552	0.0205314009661836	0.753906171042791	-1.21378860297298	0.911793201056131	0.964254763792735	0.905496028833266	BANF1/BAX/CD2AP/CRKL/CYRIB/FOSL1/GPS2/HMGB1/HMGB2/LCP2/LGALS9/PHB1/PPT1/PQBP1/SH2D1A/SOS1/YWHAE	17	BP
GO:0008610	lipid biosynthetic process	15/478	743/17552	0.0201884253028264	0.741312219487884	-1.2055816411779	0.911722540215514	0.964254763792735	0.905496028833266	AGPS/ALOX12B/ANGPTL4/CREB1/CREBL2/CYP3A7/DAB2/DCAF5/FABP5/HYCC1/HYCC2/IDI1/MIF/OSBP/PPT1	15	BP
GO:0044782	cilium organization	8/478	436/17552	0.018348623853211	0.673755326091129	-1.15420454187118	0.910664155512139	0.964254763792735	0.905496028833266	BBS7/C2CD3/CLUAP1/DISC1/EVI5L/FAM149B1/ODF2/RP1L1	8	BP
GO:0046486	glycerolipid metabolic process	7/478	390/17552	0.0179487179487179	0.659070915137861	-1.13922537621359	0.909959612020319	0.964254763792735	0.905496028833266	CAT/DDHD1/FABP5/HYCC1/HYCC2/OSBPL10/OSBPL5	7	BP
GO:0006959	humoral immune response	5/478	298/17552	0.0167785234899329	0.616101766308163	-1.11834703843393	0.911699317651873	0.964254763792735	0.905496028833266	BST1/DCD/GPI/PHB1/SH2D1A	5	BP
GO:0045165	cell fate commitment	5/478	298/17552	0.0167785234899329	0.616101766308163	-1.11834703843393	0.911699317651873	0.964254763792735	0.905496028833266	GDF7/MBD3/MTA1/MTA3/PTCH1	5	BP
GO:0000045	autophagosome assembly	2/478	146/17552	0.0136986301369863	0.50300911331461	-1.00895688052912	0.91059441792541	0.964254763792735	0.905496028833266	MOAP1/RETREG3	2	BP
GO:0070646	protein modification by small protein removal	2/478	146/17552	0.0136986301369863	0.50300911331461	-1.00895688052912	0.91059441792541	0.964254763792735	0.905496028833266	ATXN3/OTUD1	2	BP
GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	2/478	146/17552	0.0136986301369863	0.50300911331461	-1.00895688052912	0.91059441792541	0.964254763792735	0.905496028833266	FLCN/SMAD6	2	BP
GO:0048708	astrocyte differentiation	1/478	87/17552	0.0114942528735632	0.422065118068581	-0.904172890933458	0.910018354817321	0.964254763792735	0.905496028833266	HMGA2	1	BP
GO:0002720	positive regulation of cytokine production involved in immune response	1/478	88/17552	0.0113636363636364	0.417268923545074	-0.916927286199838	0.912481064602452	0.964254763792735	0.905496028833266	MIF	1	BP
GO:0010232	vascular transport	1/478	88/17552	0.0113636363636364	0.417268923545074	-0.916927286199838	0.912481064602452	0.964254763792735	0.905496028833266	FABP5	1	BP
GO:0048864	stem cell development	1/478	88/17552	0.0113636363636364	0.417268923545074	-0.916927286199838	0.912481064602452	0.964254763792735	0.905496028833266	PEF1	1	BP
